tt16244938	Cartas a distancia is a documentary that reflects the mechanism that a nurse in a hospital in Mexico City and his colleagues created to bring the infected closer to their loved ones. It is directed and produced by Juan Carlos Rulfo, with journalistic research by Melissa Del Pozo ... Read all						
tt16245936	Near the end of World War II, American soldiers perpetuate an unspeakable horror on a local nun. Turned away from the church, Krampus hears her cries, enacting brutal revenge - but it comes with a price. Decades later, two sisters visiting Europe on Christmas holiday are unexpect... Read all						
tt16245968	A large monster attacks Japan, but dies suddenly. While the people rejoice and bask in relief, the giant corpse left behind begins to slowly rot and bloat. If it explodes, the nation will be destroyed.						
tt16246178	The last year in the life of Diego Maradona told by friends, family and former companions reveals his deep humanity. In the midst of the Covid 19 pandemic, a Maradonian funeral sends him away amid tears, songs and tear gas.						
tt16246218	A London police officer goes undercover as a heroin addict in a small town and manipulates an unsuspecting local junkie into working with him for a dangerous drug dealer.						
tt16246702							
tt16246712	The Three Musketeers tells the story of Eddy. A lanky young man who follows in his father's footsteps by joining a passionate musketeers club. Eddy quickly makes a name for himself as the new d'Artagnan. He acts out this part with passionate conviction. As the peer pressure inten... Read all						
tt16246920	Knowing that his fiancé and his two best friends are being targeted by strangers at a villa where they are vacationing, Theo tries to save them through a Video Call.						
tt16248144	10-year-old Sebastien reluctantly spends his vacation in the mountains with his grandmother and aunt. Helping them with the sheep is hardly an exciting prospect for a city boy like him - but that is without considering his encounter with Belle, a huge dog mistreated by her owner.... Read all						
tt16248294	Michael Hero, a powerful CEO, seeks vengeance for the murder of his grandson by offering a one-million-dollar bounty to find his killers, attracting the world's leading assassins to the task at hand.						
tt16249370	A girl finds out she's adopted on her fifteenth birthday. She goes through a journey full of twists and turns to find out who her real parents are, only to learn the true meaning of family along the way.						
tt16250312	A versatile talented man. Misunderstood and censored genius. A loving and caring father. A lone freedom fighter. High mountain eagle. A happy but poor destiny poet we never knew. Mukagali Makataev was not recognized until after his death in 1976. Today, however, he is called a le... Read all						
tt16250658	We follow Tulle Fiil and her sister Gerda Fiil during WW2, who are sentenced to the horrors of German prison. At home at the inn in Hvidsten, Gudrun fights with her daughter Bitten to get her daughters home.						
tt16250888	Krumme starts a detective agency with his friend Tom. When master thieves Tina and Jeff turn up with the stolen diamond from the National Museum, Krumme decides to solve the great diamond theft.						
tt16252478	This documentary explores the first very Black Comedy Award show, the AHAAS. Created by Sir Frank Cooper the show was first put on in 1990. In 2021, there was a revival show. This is a tribute to Rudy Ray Moore and Eddie Murphy. These 2 Comedians along with Debbie Allen, Flip Wil... Read all						
tt16252664	Deep in Canada's remote Yukon, a dramatic coming of age story unfolds involving an adolescent grizzly named Sophie. Wildlife filmmaker Phil Timpany has chronicled her all her life. Now he's capturing her first steps into adulthood-and motherhood-and the many challenges threatenin... Read all						
tt16252698	A gay couple's marriage is thrown into crisis when one of them impulsively begins a passionate affair with a young woman.						
tt16254016	Queen Elizabeth II. Reigning monarch for over six decades, and the cornerstone of modern British history. Ascending to the throne after the untimely death of her beloved father, King George VI, she has seen the world change drastically, and faced a number of great challenges, bot... Read all						
tt16254308	"In order to fully realize his dream of being a comedian, Wei Chenggong (Wei Xiang) accidentally broke into a dangerous scam under the ""persuasion"" of actress Milan (Li Ma). But Wei Chenggong didn't know he was already involved in another real and ridiculous plot."						
tt16255832	When world-famous photographer Thomas Hoepker was diagnosed with Alzheimer's Disease, he and his wife decided to take a road trip across the U.S., his home for 40 years. An emotional journey in historic times.						
tt16256972	Ex-couple Noel and Alice learn to rekindle the flame of their love while both committed to their new lovers: Dennis and Loida.						
tt16258060	In a purge in an organization of drug trafficking police, a commissioner asks to a girl of his gang, with whom he is in love, for a one task that put her into a love story with a locksmith with whom the policeman wanted to cheat.						
tt16259334	Wendy is released from a psychiatric hospital and must take pills regularly to suppress the symptoms of her mental illness. After Wendy decides to stop taking her medicine, she starts to hear terrifying voices in her head.						
tt1626146	A psychiatrist searches the globe to find the secret of happiness.						
tt1626251	"A group of friends decide to spend their last summer together by taking a trip to the rural camping destination ""Black Hills"". Once there, they find themselves in the middle of a deadly quarrel with a local family."						
tt16263830	In a Dystopian Israel of the near future, a young man brutally rapes young women in the streets, videotapes the deeds and uploads the recordings to the Darknet. After encountering a past victim and developing a relationship with a future victim, his nightmarish world suffers grea... Read all						
tt16265566	Chon is a college student who is into drift racing and idolizes Shah Dhani, and tries to become a successful racer too.						
tt16266336	A married couple stages their divorce in order to encourage their estranged adult children to return to their hometown.						
tt16270906	Ana and Maxi are a couple in their 30's who have just found the house of their dreams. Everything is perfect until they realize that it is even better: the house gives them everything they ask for. But, what will happen if they stop doing it?						
tt16272516	Mr.Paradox Paradox is one of the most famous street/graffiti-artists in Europe. The film is a story about the deep connection of the life and art of the artist. It takes you on a journey through Berlin like you have never seen before.						
tt16273796	Two women live together. Ako is meticulous and cleans the house and San is sloppy. Ako is visited by a mysterious mother and daughter while San watches over a couple who are quarrelling. One day, Ako's jewel disappears.						
tt16273842	Set years after the events of 'Upstate Story,' the film finds Ellis Martin with a new job as a freelance videographer. His most recent assignment has him scouting locations for a filmmaker and takes him to the very town he grew up.						
tt16274698	From the beginning of his film career, at the dawn of the 1940s, John Huston had only one idea: to preserve his freedom. If he knew how to free himself from Hollywood, his tour de force was to obtain from the big studios the stars he wanted and especially the colossal budgets he ... Read all						
tt16274720	Grumpy Dad dislikes Christmas while mum and kids strive to save Santa from animated villain's captivity through solving 8 digital riddles.						
tt16277078							
tt16277242	The flight of a rugby team crashes on a glacier in the Andes. The few passengers who survive the crash find themselves in one of the world's toughest environments to survive.						
tt16277374	Valentina dreams of being a trapeze artist and believes that because she is Down she will not be able to achieve it, but her grandmother assures her that, if the caterpillars manage to turn into butterflies, nothing is impossible.						
tt16277420	Three droplets of paint come to life in Joan Miró's paintings to live fun and surreal adventures in the fascinating universe of art and imagination.						
tt16277492	For every skeptic in the world, there is someone who wants to believe in the paranormal. Over 70 percent of the population believes in some sort of unexplained phenomenon from UFOs to Ghosts and even BIgfoot. But why is it that people want to believe.						
tt16278206	Four law enforcers with uniforms create a tangled up story, starting as a small town, cheating quarrel, but ending with a murder.						
tt16278434	CROSSFIRE is a story of redemption.Agent Mark Patson who takes down the deadliest Gorilla Gang, loses his wife in a crossfire which drags away his daughter. After few years when he tries to bring back his daughter, the last surviving member of gang tries to hunt her down. But thi... Read all						
tt16279386	A vinyl fanatic becomes haunted by a lost singer's voice after discovering an incredible junk shop record. He embarks on a surreal adventure with the help of psychics, private investigators and a ghost hunter.						
tt16279390	In the bucolic hills of Mexico's Jalisco highlands, iron-willed businesswoman Maria Garcia fights the impending collapse of her tequila factory.						
tt16279702	95 year old Valdimir Munk, a Holocaust survivor and retired US Professor returns in 2020 to Auschwitz-Birkenau concentration camp where his parents and over 30 relatives were murdered in World War II.						
tt16280138	Mike takes to the stage again, following a business deal that went bust, leaving him broke and taking bartender gigs in Florida. Mike heads to London with a wealthy socialite who lures him with an offer he can't refuse.						
tt1628022	Long-haired, loud, and a real long way from home. The hip thrusting glam metal band with an image problem has come to a part of the world that suffers the same. The Middle East. Their mission: make music videos, and get out alive. The band are furious though when they learn that ... Read all						
tt16280404	-The documentary 'Hold on' sheds light on the issues surrounding covid-19 vaccination.						
tt16280438	The story takes place in Italy during the seventies. Tiberio is the son of a poor couple which decide to move out rural life to start a new life in the city due to new father's job. Tiberio has difficulty to adapt this the new situation until he meets a boy who will be his friend... Read all						
tt16280704	1964 - The Joffrey Ballet company splits over a struggle for artistic control and the HARKNESS BALLET is born, revolutionizing the way dance is taught and performed forever. And then it disappeared.						
tt16281274	After the events on the Prodigal Son, Michael is now under the power of the Darkman, and as such he will use him for his own purposes, which could only mean one thing, the destruction of the town of Haddonfield.						
tt16281722	A 39-year-old man named Melvin - who after 30 years - is still attempting to acquire his Junior Ranger badge with the National Park Service. He encounters a militant aggressive senior park ranger named Hubert who puts Melvin through an insane training regimen that goes off the ra... Read all						
tt16282260	A dull thud, again and again that dull thud is heard. The noise between room 401 and 501 has already started.						
tt16282866	After getting electrocuted by an MRI machine, an ambitious young medical student begins to hear the thoughts of others.						
tt16282914	An exploration of Richard Davis, the inventor of the modern-day bulletproof vest who shot himself at least 192 times to prove his product worked.						
tt16283464	Filmed in the late 90's to early 2000's of home footage following around a young group of alpha male lads trying to figure out who they are, going through fazes and where they fit in into society.						
tt16284122	With archives of the 1969 Mar del Plata Film Festival, Danubio tells the story of a Russian communist translator living in Mar del Plata, who is trying to communicate with the people of the socialist countries that attend the festival.						
tt16287560	A driven politician looks to settle a long-standing crisis amid corruption, romance and personal agendas.						
tt16287604	The love stories of ordinary people during the COVID-19 lockdown in Wuhan, from January to March 2020.						
tt16288204	In this urban dystopian retelling of Cyrano, two young freestyle artists vie for the affections of Panash, a young, fellow aspiring trap musician.						
tt16288298	10 brave kids, 2 Emmy award winning journalists, 1 clinical psychologist at Columbia University and 1 determined mother take on the fear and stigma plaguing the mental health community.						
tt1628841	Two decades after the first Independence Day invasion, Earth is faced with a new extra-Solar threat. But will mankind's new space defenses be enough?						
tt16288478	My House is An Adaptation written by (Devon Commons) starring(Tj Sanson) as Jessica and (Ryan Mcvey) as Richard who was an disordered child and posses by an unknown demon when almost drowning in the deep black lake.						
tt16288788							
tt16288856	about the late commander-in-chief of the Iran Air Force, Mansur Sattari.						
tt16288878							
tt16288898	Micheal Rice's kaleidoscopic journey through the fault lines of race, gender, history and sexuality in America, focuses on the intersectional lives of black queer people fighting for equality within their own community.						
tt16288970	Bayu hurt Cak Jon when he was heartbroken knowing Mbak Rini was going to marry Captain Arjuna. Yowis Ben's fate is at stake.						
tt16288978	An independent film director casting for his new movie encounters a young actress who is prepared to turn the audition back on him.						
tt16290722	A raucous work of queer fantasy and history, Playland conjures a time-bending night in Boston's oldest and most notorious gay bar.						
tt16291040	In an ordinary elderly care home on the outskirts of Stockholm, a close relationship develops between Monica, a compassionate care worker, and Ella - a 99-year-old resident without a close family of her own.						
tt1629242	A guy gets more than he bargained for after entering into an affair with the wife of an investment banker. Soon, a suspicious death and substantial life insurance policy embroil him in a scandal.						
tt16293668	A love story between a husband and wife who got lost, and not just because of a betrayal.						
tt16293944	The Best Of The Lads 2021 is the epic finale to the Pavilion Saga. With all collections and Modict videos released in 2021 all coming together to make the biggest and most ambitious collection to date.						
tt16294598	8 things that you don't know about men.						
tt16294672							
tt16294848	The story follows the journey of a young woman named Sydney. Sydney is daughter to a single father who lives in the suburbs. She has just been accepted to a University and decides that she wants to try out for the Division I basketball team at her new school. Along her journey sh... Read all						
tt16294850	When you've stopped to believe in Santa Claus and when you least expect someone to help you, you can meet your Uncle Claus, slept on a bus stop. A child dreams to have a family. Man, dressed as Santa Claus, must understand who he is indeed. Taxi driver, master of the improvised l... Read all						
tt16295342	Four men attend a government retreat to prove that they have what it takes to become fathers.						
tt16296308	Lara is a woman tormented, torn between science and faith. Pushed by her husband to seek treatment from a congregation of zealots, a ruthless exorcist will try to save her soul by putting an innocent woman through hell.						
tt16296326	The Sun Rises in The East chronicles the birth, rise and legacy of The East, a pan-African cultural organization founded in 1969 by teens and young adults in Bedford-Stuyvesant, Brooklyn. Led by educator and activist Jitu Weusi, The East embodied Black self-determination, buildin... Read all						
tt16296920	Haejin Park, a trauma therapist, is forced to face her family's darkest past when she returns to her childhood countryside-farm to console her heartbroken younger sister.						
tt16297126	Two actors try to make it in LA.						
tt16297244	The Corridor is the story of two old sisters who have totally opposite characters and had to live together. They are carried to loneliness, they can't socialize neither to each other nor to anyone else. They fall into despair and wicked behaviors but never hurt anyone else but th... Read all						
tt1629763	"Kirsi Marie Liimatainen meets some of the fellow students who she met while she was studying Marxism-Leninism at Jugendhochschule ""Wilhelm Pieck"" in German Democratic Republic."						
tt16297894	Lady Diana Spencer was one half of the highest-profile courtship the British royal family had seen in decades. The wonder of Diana, and her style, stemmed partially from how noticeable she was from the very beginning. As she was culled from relative but distinguished - albeit ari... Read all						
tt16298714	"Montero Lamar Hill, also known as Lil Nas X, is an American rapper and songwriter. He rose to fame with the release of his country rap single ""Old Town Road"", which went viral on social media in 2019, before climbing music charts internationally and becoming the song of the year.... Read all"						
tt16298782	Philip Parris Lynott took the world by storm when he dominated the stage with his most notable rock band Thin Lizzy. The Irish frontman battled his way to the top whilst fighting prejudice. He achieved fame and fortune whilst being a member of the band Thin Lizzy. Their hit songs... Read all						
tt16298806	Due to the economic crisis he experienced, Jaka Sunarya was forced to sell the family haired house he had left 20 years ago. The house is not well maintained and is located deep in the interior of the village.						
tt16299076	Tacho, a farmer, tends to his plot of land as life passes him by. When he receives news of his daughter's death, he travels to the city to bring her body home, and he discovers a world that is alien to him there.						
tt16300138	Sam, a stand-up comedian struggling with PTSD, weighs whether or not to join the search for a missing teenage girl she used to nanny.						
tt1630029	Jake Sully lives with his newfound family formed on the extrasolar moon Pandora. Once a familiar threat returns to finish what was previously started, Jake must work with Neytiri and the army of the Na'vi race to protect their home.						
tt16300962	"In a remote village, two brothers find a demon-infected man just about to ""give birth"" to evil itself. They decide to get rid of the body, only to end up unintentionally spreading chaos."						
tt16301380	An actor secretly moonlighting at a failing drag club has to fight for his marriage after being caught red-handed by his wife, as well as deliver the performance of his life to avert suspicion regarding the mysterious death of a colleague.						
tt16301792	Two identical twin sisters, separated at birth, one truly decent but humble, the other ultra rich, conniving, and truly destructive. They soon find themselves hopelessly intertwined in each other's lives.						
tt16302202	Two sisters attempt to win over their terminally ill, difficult-to-please Aunt in hopes of becoming the beneficiaries of her wealthy estate, only to find the rest of their greedy family members have the same idea.						
tt16303194	A newcomer to the anime industry works and competes to create the best and most popular anime.						
tt16303324	A fantasy horror movie about high school students struggling to save their friends from evil spirits that are causing strange phenomena late at night at their school. Hee Min is the heir of the greatest exorcist in Korea, who is not yet aware of his own powers. So Young is a girl... Read all						
tt16303406	When conventional medicine is struggling to keep up with ever increasing stress levels in populations biohackers show us their holistic approach to life which not only increases their resilience against the stress, but also helps them to perform on higher level.						
tt16303830	Woo Ri is a 33-year-old single man. He is a rookie reporter and he writes a sex column, although he wants to become a novelist. Woo Ri hates being lonely, but he is not very good with romantic relationships. Ja Young is a 29-year-old single woman. She has a daring personality. Ja... Read all						
tt16304328	In this pseudo-documentary, the Berlin based photographer Lisa Jonrel follows the homeless street musician Ashton Croyd for 6 months to observe him transform into a star.						
tt16304446	An unexpected promotion at a cutthroat hedge fund pushes a young couple's relationship to the brink, threatening to unravel far more than their recent engagement.						
tt16304550	It follows two friends who come to a crossroads when one of them decides that street life isn't what he wants.						
tt16305426	The bond between two estranged brothers is put to the test when they reunite in their hometown of Sonoma to scatter their mother's ashes.						
tt16306090	Villeneuve Pironi tells the astonishing story of Canadian Formula 1 legend Gilles Villeneuve and French star Didier Pironi, two fearless Ferrari Formula 1 drivers, forever torn apart by a historic and hugely controversial moment in time.						
